cluster,Pclass,Embarked,cabine_prefix,Ticket_str,NameTitle,Fare,SibSp,Parch,Age_Mean,Ticket_int,dataset
4,3,S,missing,missing,Mr,7.7958,0.0,0.0,18.0,350036.0,train
9,1,S,B,missing,Miss,211.3375,0.0,1.0,15.0,24160.0,test
9,1,S,B,missing,Mr,57.0,1.0,0.0,31.0,17474.0,train
4,3,C,missing,missing,Miss,13.4167,0.0,1.0,4.0,349256.0,test
0,3,S,missing,missing,Mr,56.4958,0.0,0.0,29.69911764705882,1601.0,train
0,3,C,missing,missing,Mr,7.225,0.0,0.0,25.0,2672.0,train
7,1,S,missing,missing,Col,26.55,0.0,0.0,60.0,113800.0,train
3,2,S,missing,missing,Mr,13.5,0.0,0.0,52.0,248731.0,train
5,3,S,missing,missing,Mr,8.05,0.0,0.0,44.0,363592.0,train
9,3,Q,missing,missing,Miss,7.7333,0.0,0.0,29.69911764705882,35852.0,train
9,1,C,C,missing,Mr,110.8833,1.0,1.0,49.0,17421.0,train
4,3,S,F,missing,Mr,7.65,0.0,0.0,42.0,348121.0,train
9,1,C,C,PC,Mrs,227.525,1.0,0.0,18.0,17757.0,train
9,1,S,E,PC,Mr,26.2875,0.0,0.0,35.0,17475.0,test
0,3,C,missing,missing,Miss,14.4542,0.0,1.0,18.0,2691.0,train
9,3,Q,missing,missing,Mr,7.7417,0.0,0.0,25.0,36864.0,train
4,3,S,missing,missing,Mr,7.8542,1.0,0.0,26.0,350025.0,train
3,2,S,missing,missing,Mr,26.0,0.0,0.0,39.0,250655.0,test
3,2,S,missing,missing,Mrs,13.5,0.0,0.0,45.0,223596.0,train
9,1,S,E,PC,Mr,26.2875,0.0,0.0,42.0,17476.0,train
7,1,S,missing,missing,Miss,151.55,0.0,0.0,22.0,113781.0,train
0,3,C,missing,missing,Master,15.2458,1.0,1.0,29.69911764705882,2661.0,train
9,1,C,C,PC,Mlle,49.5042,0.0,0.0,24.0,17482.0,train
7,1,S,C,missing,Mr,26.55,0.0,0.0,29.69911764705882,113028.0,train
9,1,S,C,missing,Mr,52.0,1.0,0.0,48.0,19996.0,test
0,3,S,missing,missing,Mr,9.4833,0.0,0.0,29.0,7545.0,train
3,2,S,missing,missing,Mr,13.0,0.0,0.0,52.0,250647.0,test
4,3,S,F,missing,Mr,7.65,0.0,0.0,19.0,348124.0,test
9,1,C,C,PC,Miss,227.525,0.0,0.0,38.0,17757.0,train
9,2,S,E,missing,Miss,10.5,0.0,0.0,27.0,34218.0,train
9,3,Q,missing,missing,Mr,15.5,0.0,0.0,29.69911764705882,36568.0,train
4,3,S,missing,missing,Mr,7.775,0.0,0.0,33.0,347062.0,train
3,2,S,missing,missing,Miss,33.0,0.0,1.0,6.0,248727.0,train
4,3,S,missing,missing,Mr,7.0542,1.0,0.0,17.0,350048.0,train
0,2,S,missing,missing,Mr,13.0,0.0,0.0,34.0,12233.0,train
3,2,S,missing,missing,Mr,13.0,0.0,0.0,50.0,250643.0,train
7,1,S,E,missing,Mr,53.1,1.0,0.0,27.0,113806.0,test
4,3,S,missing,missing,Mr,8.6625,0.0,0.0,20.0,315094.0,train
9,2,S,missing,missing,Mrs,21.0,3.0,0.0,30.0,31027.0,train
9,3,Q,missing,missing,Miss,7.7375,0.0,0.0,29.69911764705882,36866.0,train
3,2,S,missing,missing,Mr,26.0,1.0,0.0,25.0,236853.0,train
1,3,S,missing,STONO,Miss,7.925,1.0,0.0,25.0,23101271.0,train
9,1,S,B,missing,Miss,211.3375,0.0,0.0,29.0,24160.0,test
0,3,C,missing,missing,Mr,18.7875,0.0,0.0,11.0,2699.0,train
3,2,S,missing,missing,Mr,0.0,0.0,0.0,29.69911764705882,239855.0,train
9,2,S,missing,missing,Mr,13.0,0.0,0.0,23.0,28425.0,train
3,2,S,missing,missing,Mr,13.0,0.0,0.0,23.0,233639.0,test
9,3,S,missing,missing,Mr,16.1,0.0,0.0,28.5,54636.0,train
0,3,S,missing,WC,Mrs,34.375,1.0,3.0,48.0,6608.0,train
9,1,C,B,PC,Mr,512.3292,0.0,0.0,35.0,17755.0,train
4,3,S,missing,missing,Mr,7.8958,0.0,0.0,29.69911764705882,349201.0,train
4,3,S,missing,missing,Mr,7.8958,0.0,0.0,29.69911764705882,349218.0,test
9,1,S,D,missing,Mr,30.0,0.0,0.0,29.69911764705882,16988.0,test
9,1,S,C,missing,Mr,78.85,1.0,0.0,36.0,19877.0,train
9,1,C,B,PC,Miss,262.375,2.0,2.0,21.0,17608.0,train
5,3,S,missing,missing,Mr,16.1,1.0,0.0,24.0,376566.0,test
1,3,S,missing,STONO,Mr,7.925,0.0,0.0,31.0,23101288.0,train
0,1,S,B,WEP,LOW,71.0,1.0,1.0,70.0,5735.0,train
0,3,S,missing,CA,Mr,20.25,1.0,1.0,16.0,2673.0,train
3,2,S,missing,missing,Miss,13.0,0.0,0.0,30.0,250648.0,train
7,1,S,D,missing,Mr,53.1,1.0,0.0,19.0,113773.0,train
4,3,Q,missing,missing,Mr,7.75,0.0,0.0,31.0,335097.0,test
9,2,S,missing,missing,Miss,23.0,1.0,1.0,4.0,29103.0,train
5,3,S,E,missing,Master,12.475,0.0,1.0,6.0,392096.0,train
4,3,S,missing,missing,Mr,9.5,0.0,0.0,33.0,345780.0,test
4,3,S,missing,missing,Mr,7.8958,0.0,0.0,23.0,349204.0,train
3,2,S,missing,missing,Mrs,65.0,1.0,2.0,48.0,220845.0,train
3,2,S,missing,missing,Master,14.5,1.0,1.0,0.67,250649.0,train
4,3,S,missing,missing,Mr,7.7958,0.0,0.0,28.0,350042.0,train
9,2,S,missing,missing,Mr,11.5,0.0,0.0,18.0,29108.0,train
5,3,S,missing,missing,Mr,8.05,0.0,0.0,34.0,363294.0,train
7,1,S,B,missing,Countess,86.5,0.0,0.0,33.0,110152.0,test
4,3,S,missing,missing,Mr,14.5,0.0,0.0,29.69911764705882,358585.0,train
1,3,S,missing,LOW,Mr,7.125,0.0,0.0,41.0,23101272.0,train
0,3,C,missing,missing,Mr,7.2292,0.0,0.0,20.0,2663.0,train
7,1,S,B,missing,Mrs,120.0,1.0,2.0,36.0,113760.0,train
4,3,S,missing,missing,Mr,7.775,0.0,0.0,16.0,347074.0,train
0,1,S,D,missing,Mrs,77.9583,1.0,0.0,51.0,13502.0,train
7,1,C,missing,missing,Dr,39.6,0.0,0.0,29.69911764705882,112379.0,train
5,3,Q,missing,missing,Miss,7.75,0.0,0.0,30.5,364850.0,train
5,3,Q,missing,missing,Mr,24.15,1.0,0.0,29.69911764705882,371110.0,train
0,3,S,missing,missing,Mr,8.3625,0.0,0.0,32.0,8471.0,train
4,3,S,missing,missing,Mr,9.5,0.0,0.0,24.0,345781.0,train
4,3,S,missing,missing,Mr,7.8542,0.0,0.0,48.0,350047.0,train
0,2,S,E,LOW,Mrs,10.5,0.0,0.0,57.0,3.0,test
0,3,C,missing,missing,Mr,7.225,0.0,0.0,29.69911764705882,2674.0,train
9,2,S,missing,missing,Mrs,23.0,1.0,3.0,54.0,29105.0,test
4,3,S,missing,missing,Mr,7.75,0.0,0.0,18.0,347078.0,test
5,3,Q,F,missing,Mr,7.75,0.0,0.0,29.69911764705882,383121.0,train
5,3,S,missing,missing,Miss,12.475,0.0,0.0,5.0,364516.0,test
9,3,Q,missing,missing,Mr,7.7375,0.0,0.0,29.69911764705882,36865.0,train
9,1,S,B,missing,Mrs,211.3375,0.0,1.0,43.0,24160.0,train
0,3,C,missing,missing,Miss,7.2292,0.0,0.0,13.0,2687.0,train
9,1,S,B,missing,Mrs,57.0,1.0,0.0,17.0,17474.0,train
7,1,S,D,missing,Mr,30.0,0.0,0.0,29.0,113501.0,test
0,3,S,missing,WC,Mr,23.45,1.0,2.0,29.69911764705882,6607.0,train
2,3,S,missing,SOTONOQ,Mr,7.05,0.0,0.0,25.0,3101312.0,train
5,3,S,missing,missing,Mr,7.25,0.0,0.0,25.0,374887.0,train
2,3,S,missing,missing,Miss,7.4958,0.0,0.0,18.0,3101265.0,train
5,3,Q,missing,missing,Master,29.125,4.0,1.0,8.0,382652.0,train
0,3,S,missing,CA,Master,20.575,1.0,2.0,1.0,2315.0,test
9,1,C,B,PC,Mr,79.2,0.0,0.0,46.0,17593.0,train
0,3,Q,missing,missing,Mr,7.75,0.0,0.0,29.69911764705882,12460.0,test
3,2,S,missing,missing,Mr,26.0,0.0,0.0,16.0,239865.0,train
0,3,S,missing,CA,Miss,69.55,8.0,2.0,29.69911764705882,2343.0,train
9,1,C,missing,PC,Mr,30.6958,0.0,0.0,29.69911764705882,17600.0,train
4,3,S,missing,missing,Mr,7.8958,0.0,0.0,25.0,349203.0,train
9,2,S,missing,missing,Mr,13.0,0.0,0.0,39.0,28213.0,train
9,1,S,D,missing,Dr,25.9292,0.0,0.0,49.0,17465.0,train
4,3,S,missing,missing,Mrs,8.6833,0.0,0.0,31.0,349244.0,train
0,3,C,missing,missing,Mr,7.2292,0.0,0.0,30.0,2685.0,train
4,3,S,missing,missing,Mrs,24.15,1.0,1.0,30.0,345773.0,train
3,2,S,missing,missing,Mr,13.0,0.0,0.0,34.0,250647.0,test
9,2,S,missing,CA,Mrs,26.25,1.0,1.0,31.0,31921.0,train
7,1,S,B,missing,Master,120.0,1.0,2.0,11.0,113760.0,train
0,3,C,missing,missing,Master,8.5167,0.0,1.0,0.42,2625.0,train
4,3,S,missing,missing,Mr,6.975,0.0,0.0,27.0,347089.0,train
4,3,S,missing,missing,Mr,7.775,0.0,0.0,31.0,347063.0,train
7,1,S,A,missing,Mr,0.0,0.0,0.0,39.0,112050.0,train
4,3,S,missing,missing,Miss,7.775,0.0,0.0,18.0,347087.0,train
3,2,S,missing,missing,Mr,13.0,0.0,0.0,39.0,248723.0,train
7,1,S,E,missing,Mrs,53.1,1.0,0.0,33.0,113806.0,train
0,3,S,missing,missing,Mr,7.8875,0.0,0.0,26.0,3474.0,train
6,3,S,missing,A,Mr,24.15,0.0,0.0,39.0,448871.0,train
9,2,S,missing,missing,Mr,10.5,0.0,0.0,35.0,28206.0,test
4,3,S,missing,missing,Miss,31.275,4.0,2.0,6.0,347082.0,train
5,3,S,missing,missing,Mr,8.05,0.0,0.0,30.5,364499.0,train
7,1,S,B,missing,Mr,0.0,0.0,0.0,29.69911764705882,112058.0,test
1,3,S,missing,STONO,Miss,7.925,0.0,0.0,23.0,23101290.0,train
0,2,C,missing,SCPARIS,Mr,37.0042,1.0,1.0,31.0,2079.0,train
0,3,S,missing,CA,Mr,6.45,0.0,0.0,43.0,7075.0,train
4,3,S,missing,missing,Master,27.9,3.0,2.0,10.0,347088.0,test
0,1,S,B,missing,Mrs,93.5,1.0,1.0,52.0,12749.0,train
4,3,S,missing,missing,Mr,8.6625,0.0,0.0,27.0,315098.0,test
9,1,S,missing,missing,LOW,0.0,0.0,0.0,38.0,19972.0,test
5,3,S,E,missing,Mrs,12.475,0.0,1.0,27.0,392096.0,train
2,3,S,missing,missing,Master,39.6875,4.0,1.0,2.0,3101295.0,train
5,3,Q,missing,missing,Mr,6.95,0.0,0.0,29.69911764705882,368323.0,test
0,3,S,missing,missing,Mr,56.4958,0.0,0.0,29.69911764705882,1601.0,train
0,2,C,missing,SCPARIS,Master,37.0042,0.0,2.0,1.0,2079.0,train
5,3,Q,missing,missing,Mr,7.75,0.0,0.0,29.69911764705882,367228.0,test
7,1,Missing,B,missing,Mrs,80.0,0.0,0.0,62.0,113572.0,train
0,3,C,missing,missing,Mrs,14.4542,1.0,0.0,15.0,2659.0,train
9,2,S,missing,missing,Master,18.75,1.0,1.0,0.83,29106.0,test
0,3,C,missing,missing,Mr,7.2292,0.0,0.0,29.69911764705882,2671.0,test
4,3,S,missing,missing,Mr,7.8542,0.0,0.0,23.0,347468.0,train
0,3,S,missing,missing,Mr,8.3,0.0,0.0,18.0,2223.0,test
9,1,C,E,PC,Miss,83.1583,1.0,1.0,39.0,17756.0,test
4,3,S,missing,missing,Mr,8.6625,0.0,0.0,21.0,315097.0,train
5,3,S,missing,missing,Mr,8.05,0.0,0.0,29.69911764705882,392092.0,train
0,3,S,missing,missing,Mr,56.4958,0.0,0.0,32.0,1601.0,test
0,1,C,C,missing,Mr,29.7,0.0,0.0,29.69911764705882,11774.0,train
1,3,S,missing,LOW,Mr,7.925,0.0,0.0,20.0,23101287.0,train
0,2,S,missing,LOW,Mr,10.5,0.0,0.0,16.0,3.0,train
7,1,C,missing,missing,Miss,31.0,0.0,0.0,30.0,113798.0,train
0,3,C,missing,missing,Mr,6.4375,0.0,0.0,34.5,2683.0,train
4,3,S,missing,missing,Mr,8.6625,0.0,0.0,17.0,315090.0,train
0,3,S,missing,CA,Mr,7.55,0.0,0.0,42.0,5547.0,train
0,3,S,missing,CA,Mr,69.55,8.0,2.0,29.69911764705882,2343.0,train
4,3,C,missing,missing,Mr,7.8958,0.0,0.0,35.0,349213.0,test
3,2,S,missing,missing,LOW,33.0,0.0,1.0,28.0,248727.0,test
9,1,C,C,missing,Mrs,89.1042,1.0,0.0,29.69911764705882,17453.0,train
4,3,S,missing,missing,Master,31.275,4.0,2.0,4.0,347082.0,test
4,3,S,missing,missing,Mr,7.775,0.0,0.0,74.0,347060.0,train
0,3,C,missing,missing,Miss,15.2458,1.0,1.0,9.0,2678.0,train
9,1,S,D,PC,Miss,39.4,0.0,1.0,16.0,17592.0,test
3,2,S,missing,missing,Mrs,26.0,1.0,0.0,44.0,244252.0,train
5,3,S,missing,missing,Mrs,9.35,0.0,1.0,18.0,392091.0,train
9,1,S,missing,missing,Mrs,164.8667,1.0,1.0,45.0,36928.0,train
7,1,S,E,missing,Mr,26.55,0.0,0.0,51.0,113055.0,train
0,3,C,missing,missing,Mrs,19.2583,0.0,3.0,24.0,2666.0,test
0,3,C,missing,missing,Mr,7.2292,0.0,0.0,29.69911764705882,2629.0,train
4,3,S,missing,missing,Mr,14.1083,2.0,0.0,41.0,350026.0,train
9,2,S,missing,missing,Mr,11.5,1.0,0.0,21.0,28134.0,test
9,1,S,D,missing,Mrs,25.9292,0.0,0.0,48.0,17466.0,test
0,3,S,missing,CA,Miss,69.55,8.0,2.0,29.69911764705882,2343.0,train
3,2,S,missing,missing,Mr,13.0,0.0,0.0,24.0,233866.0,train
3,2,S,missing,missing,Mrs,13.0,0.0,0.0,42.0,236852.0,train
0,2,C,missing,SCPARIS,Miss,13.8583,1.0,0.0,27.0,2149.0,train
9,1,S,A,PC,Mr,50.4958,0.0,0.0,31.0,17590.0,train
4,3,S,missing,missing,Mr,9.5,0.0,0.0,29.69911764705882,345777.0,test
4,3,S,missing,missing,Master,11.1333,1.0,1.0,4.0,347742.0,train
4,3,S,missing,missing,Mr,7.8958,0.0,0.0,26.0,349248.0,test
0,1,S,D,missing,Mrs,52.5542,1.0,1.0,47.0,11751.0,train
0,1,S,B,missing,Mr,5.0,0.0,0.0,33.0,695.0,train
4,3,S,missing,missing,Mr,9.0,0.0,0.0,47.0,345765.0,test
0,2,C,missing,PPP,Mrs,24.0,1.0,0.0,28.0,3381.0,train
0,3,C,missing,missing,Miss,7.225,0.0,0.0,15.0,2667.0,test
0,3,S,missing,missing,Mr,9.8458,0.0,0.0,20.0,7534.0,test
4,3,S,missing,missing,Mr,7.8958,0.0,0.0,19.0,349212.0,train
4,3,S,missing,missing,Mr,7.8958,0.0,0.0,29.69911764705882,349217.0,test
0,1,C,C,missing,Mrs,83.1583,0.0,1.0,56.0,11767.0,train
3,2,S,missing,missing,Mrs,26.0,0.0,1.0,25.0,230433.0,train
4,3,S,missing,missing,Mr,7.8958,0.0,0.0,33.0,349257.0,test
0,3,S,missing,missing,Miss,10.5167,0.0,0.0,22.0,7552.0,train
9,2,S,missing,LOW,Mr,10.5,0.0,0.0,28.0,34068.0,train
5,3,S,missing,SOTONOQ,Mr,7.05,0.0,0.0,25.0,392076.0,train
5,3,Q,missing,missing,Mrs,29.125,0.0,5.0,39.0,382652.0,train
3,2,S,missing,missing,LOW,13.0,0.0,0.0,27.0,211536.0,train
7,1,S,B,missing,Miss,30.0,0.0,0.0,19.0,112053.0,train
0,3,S,missing,WC,Miss,23.45,1.0,2.0,29.69911764705882,6607.0,train
7,1,C,C,missing,Mr,30.0,0.0,0.0,26.0,111369.0,test
5,3,Q,missing,missing,Mr,7.75,0.0,0.0,32.0,370376.0,train
